hora,target_temp,temp_input,hum_input,bat_input,accion_luz,accion_fan,accion_riego,accion_sleep,solar_w,consumo_w,temp_output,bat_output,recompensa,estado_cpu
8.0,24.0,18.91,38.29,0.0,0,0,0,1,6.18,0.01,18.73,12.34,-105.2674,DEAD
9.0,24.0,18.77,37.33,12.34,0,0,0,1,11.76,0.01,18.72,35.83,-5.2846,SLEEP
10.0,24.0,18.66,36.37,35.83,1,0,1,0,16.18,15.6,20.79,36.99,-3.9897,ACTIVE
11.0,24.0,20.86,50.15,36.99,0,0,0,1,19.02,0.01,21.89,75.02,-2.1103,SLEEP
12.0,24.0,21.93,49.09,75.02,1,0,0,0,20.0,10.6,23.71,93.82,-0.8191,ACTIVE
13.0,24.0,23.64,47.78,93.82,0,0,0,0,19.02,0.6,24.34,100.0,-0.3683,ACTIVE
14.0,24.0,24.29,46.65,100.0,0,0,0,0,16.18,0.6,24.86,100.0,-0.8905,ACTIVE
15.0,24.0,24.85,45.5,100.0,0,0,0,0,11.76,0.6,25.22,100.0,-1.253,ACTIVE
16.0,24.0,25.32,44.34,100.0,0,0,0,0,6.18,0.6,24.14,100.0,-0.1737,ACTIVE
17.0,24.0,24.22,43.22,100.0,0,0,0,0,0.0,0.6,23.27,98.8,-0.761,ACTIVE
18.0,24.0,23.29,42.12,98.8,0,0,0,0,0.0,0.6,22.49,97.6,-1.5389,ACTIVE
19.0,24.0,22.5,41.04,97.6,0,0,0,0,0.0,0.6,21.81,96.4,-2.2152,ACTIVE
20.0,24.0,21.82,39.99,96.4,0,0,0,1,0.0,0.01,21.33,96.38,-2.6683,SLEEP
21.0,24.0,21.25,38.95,96.38,0,0,0,1,0.0,0.01,20.73,96.36,-3.2753,SLEEP
22.0,24.0,20.76,37.93,96.36,1,0,1,0,0.0,15.6,21.13,65.16,-3.6528,ACTIVE
23.0,24.0,21.15,51.7,65.16,0,0,0,1,0.0,0.01,20.63,65.14,-3.3687,SLEEP
0.0,24.0,20.68,50.67,65.14,1,0,0,0,0.0,10.6,21.15,43.94,-3.3816,ACTIVE
1.0,24.0,21.07,49.44,43.94,0,0,0,1,0.0,0.01,20.62,43.92,-3.3809,SLEEP
2.0,24.0,20.61,48.42,43.92,1,0,0,0,0.0,10.6,21.05,22.72,-3.4751,ACTIVE
3.0,24.0,21.02,47.19,22.72,0,0,0,1,0.0,0.01,20.47,22.7,-3.5274,SLEEP
4.0,24.0,20.57,46.18,22.7,1,0,0,0,0.0,10.6,20.92,1.5,-3.6118,ACTIVE
5.0,24.0,20.98,44.95,1.5,0,0,0,1,0.0,0.01,20.51,1.48,-3.4928,SLEEP
6.0,24.0,20.54,43.93,1.48,0,0,0,1,0.0,0.01,20.06,1.46,-3.9453,SLEEP
7.0,24.0,20.15,42.93,1.46,0,0,0,1,0.0,0.01,19.81,1.44,-4.1892,SLEEP
8.0,24.0,19.83,41.93,1.44,0,0,1,0,6.18,5.6,19.47,2.6,-4.8142,ACTIVE
9.0,24.0,19.56,55.94,2.6,0,0,0,1,11.76,0.01,19.24,26.09,-4.7585,SLEEP
10.0,24.0,19.32,54.96,26.09,1,0,0,0,16.18,10.6,21.36,37.25,-3.1691,ACTIVE
11.0,24.0,21.42,53.72,37.25,1,0,0,0,19.02,10.6,23.17,54.1,-1.3566,ACTIVE
12.0,24.0,23.21,52.43,54.1,0,0,0,0,20.0,0.6,23.93,92.9,-0.1044,ACTIVE
13.0,24.0,23.93,51.31,92.9,0,0,0,0,19.02,0.6,24.63,100.0,-0.6611,ACTIVE
14.0,24.0,24.54,50.17,100.0,0,0,0,0,16.18,0.6,25.04,100.0,-1.0687,ACTIVE
15.0,24.0,25.06,49.02,100.0,0,0,0,0,11.76,0.6,25.42,100.0,-1.4515,ACTIVE
16.0,24.0,25.5,47.86,100.0,0,0,0,0,6.18,0.6,24.34,100.0,-0.3744,ACTIVE
17.0,24.0,24.38,46.72,100.0,0,0,0,0,0.0,0.6,23.45,98.8,-0.5799,ACTIVE
18.0,24.0,23.42,45.62,98.8,0,0,0,0,0.0,0.6,22.67,97.6,-1.3626,ACTIVE
19.0,24.0,22.61,44.54,97.6,0,0,0,0,0.0,0.6,21.84,96.4,-2.1891,ACTIVE
20.0,24.0,21.92,43.49,96.4,0,0,0,1,0.0,0.01,21.37,96.38,-2.6354,SLEEP
21.0,24.0,21.33,42.45,96.38,0,0,0,1,0.0,0.01,20.81,96.36,-3.1868,SLEEP
22.0,24.0,20.83,41.42,96.36,1,0,0,0,0.0,10.6,21.13,75.16,-3.4024,ACTIVE
23.0,24.0,21.2,40.18,75.16,0,0,0,1,0.0,0.01,20.81,75.14,-3.1951,SLEEP
0.0,24.0,20.72,39.16,75.14,1,0,1,0,0.0,15.6,21.17,43.94,-3.6086,ACTIVE
1.0,24.0,21.12,52.93,43.94,0,0,0,1,0.0,0.01,20.72,43.92,-3.2838,SLEEP
2.0,24.0,20.65,51.91,43.92,1,0,0,0,0.0,10.6,20.97,22.72,-3.557,ACTIVE
3.0,24.0,21.05,50.68,22.72,0,0,0,1,0.0,0.01,20.58,22.7,-3.4226,SLEEP
4.0,24.0,20.59,49.66,22.7,1,0,0,0,0.0,10.6,21.08,1.5,-3.4518,ACTIVE
5.0,24.0,21.0,48.43,1.5,0,1,1,0,0.0,7.6,19.36,0.0,-5.0235,ACTIVE
6.0,24.0,19.35,62.45,0.0,0,0,0,1,0.0,0.01,19.22,0.0,-104.7756,DEAD
7.0,24.0,19.15,61.48,0.0,0,0,0,1,0.0,0.01,18.97,0.0,-105.0296,DEAD
8.0,24.0,18.98,60.51,0.0,1,1,1,0,6.18,0.01,18.91,12.34,-105.0914,DEAD
9.0,24.0,18.83,59.54,12.34,0,0,0,1,11.76,0.01,18.66,35.83,-5.3435,SLEEP
10.0,24.0,18.71,58.58,35.83,1,0,0,0,16.18,10.6,20.86,46.99,-3.6702,ACTIVE
11.0,24.0,20.9,57.35,46.99,1,0,0,0,19.02,10.6,22.77,63.84,-1.756,ACTIVE
12.0,24.0,22.77,56.07,63.84,0,0,0,0,20.0,0.6,23.52,100.0,-0.508,ACTIVE
13.0,24.0,23.55,54.96,100.0,1,1,0,0,19.02,12.6,23.79,100.0,-0.8405,ACTIVE
14.0,24.0,23.82,53.65,100.0,1,0,0,0,16.18,10.6,25.25,100.0,-1.7823,ACTIVE
15.0,24.0,25.25,52.29,100.0,0,0,0,0,11.76,0.6,25.59,100.0,-1.6175,ACTIVE
16.0,24.0,25.66,51.12,100.0,0,0,0,0,6.18,0.6,24.59,100.0,-0.6183,ACTIVE
17.0,24.0,24.51,49.99,100.0,0,0,0,0,0.0,0.6,23.52,98.8,-0.5051,ACTIVE
18.0,24.0,23.53,48.88,98.8,0,0,0,0,0.0,0.6,22.79,97.6,-1.2429,ACTIVE
19.0,24.0,22.7,47.8,97.6,0,0,0,0,0.0,0.6,22.08,96.4,-1.9457,ACTIVE
20.0,24.0,22.0,46.74,96.4,0,0,0,1,0.0,0.01,21.41,96.38,-2.5885,SLEEP
21.0,24.0,21.4,45.7,96.38,1,1,0,0,0.0,12.6,20.51,71.18,-4.1197,ACTIVE
22.0,24.0,20.49,44.48,71.18,1,0,0,0,0.0,10.6,20.98,49.98,-3.5523,ACTIVE
23.0,24.0,20.92,43.26,49.98,1,0,0,0,0.0,10.6,21.28,28.78,-3.2496,ACTIVE
0.0,24.0,21.28,42.02,28.78,0,0,0,1,0.0,0.01,20.75,28.76,-3.2467,SLEEP
1.0,24.0,20.79,40.99,28.76,1,0,0,0,0.0,10.6,21.13,7.56,-3.4013,ACTIVE
2.0,24.0,21.17,39.76,7.56,0,0,0,1,0.0,0.01,20.63,7.54,-3.3707,SLEEP
3.0,24.0,20.69,38.74,7.54,0,0,0,1,0.0,0.01,20.33,7.52,-3.6671,SLEEP
4.0,24.0,20.29,37.73,7.52,0,0,0,1,0.0,0.01,19.86,7.5,-4.1389,SLEEP
5.0,24.0,19.95,36.73,7.5,0,0,0,1,0.0,0.01,19.75,7.48,-4.2536,SLEEP
6.0,24.0,19.65,35.74,7.48,0,0,0,1,0.0,0.01,19.42,7.46,-4.5805,SLEEP
7.0,24.0,19.41,34.76,7.46,0,0,0,1,0.0,0.01,19.22,7.44,-4.7825,SLEEP
8.0,24.0,19.19,33.78,7.44,0,0,0,1,6.18,0.01,19.07,19.78,-4.9261,SLEEP
9.0,24.0,19.02,32.81,19.78,0,0,0,1,11.76,0.01,18.77,43.27,-5.2274,SLEEP
10.0,24.0,18.86,31.85,43.27,1,0,1,0,16.18,15.6,20.98,44.43,-3.8031,ACTIVE
11.0,24.0,21.03,45.62,44.43,1,0,0,0,19.02,10.6,22.83,61.28,-1.6963,ACTIVE
12.0,24.0,22.88,44.33,61.28,0,0,0,0,20.0,0.6,23.58,100.0,-0.4459,ACTIVE
13.0,24.0,23.65,43.22,100.0,0,0,0,0,19.02,0.6,24.21,100.0,-0.239,ACTIVE
14.0,24.0,24.3,42.09,100.0,0,0,0,0,16.18,0.6,24.79,100.0,-0.8212,ACTIVE
15.0,24.0,24.85,40.95,100.0,0,0,0,0,11.76,0.6,25.23,100.0,-1.2577,ACTIVE
16.0,24.0,25.33,39.79,100.0,0,0,1,0,6.18,5.6,24.28,100.0,-0.5641,ACTIVE
17.0,24.0,24.23,53.66,100.0,0,0,0,0,0.0,0.6,23.25,98.8,-0.7815,ACTIVE
18.0,24.0,23.29,52.56,98.8,0,0,0,0,0.0,0.6,22.56,97.6,-1.4725,ACTIVE
19.0,24.0,22.5,51.48,97.6,0,0,0,0,0.0,0.6,21.74,96.4,-2.286,ACTIVE
20.0,24.0,21.82,50.43,96.4,0,0,0,1,0.0,0.01,21.29,96.38,-2.7078,SLEEP
21.0,24.0,21.25,49.39,96.38,0,0,0,1,0.0,0.01,20.79,96.36,-3.215,SLEEP
22.0,24.0,20.76,48.37,96.36,1,0,0,0,0.0,10.6,21.17,75.16,-3.3594,ACTIVE
23.0,24.0,21.15,47.14,75.16,0,0,0,1,0.0,0.01,20.66,75.14,-3.3399,SLEEP
0.0,24.0,20.68,46.11,75.14,1,0,0,0,0.0,10.6,21.08,53.94,-3.4467,ACTIVE
1.0,24.0,21.07,44.88,53.94,0,0,0,1,0.0,0.01,20.63,53.92,-3.3752,SLEEP
2.0,24.0,20.61,43.86,53.92,1,0,0,0,0.0,10.6,20.99,32.72,-3.5444,ACTIVE
3.0,24.0,21.02,42.63,32.72,0,0,0,1,0.0,0.01,20.5,32.7,-3.5017,SLEEP
4.0,24.0,20.57,41.62,32.7,1,0,0,0,0.0,10.6,20.98,11.5,-3.547,ACTIVE
5.0,24.0,20.98,40.39,11.5,0,0,0,1,0.0,0.01,20.47,11.48,-3.5308,SLEEP
6.0,24.0,20.54,39.37,11.48,0,0,0,1,0.0,0.01,20.14,11.46,-3.8646,SLEEP
7.0,24.0,20.16,38.37,11.46,0,0,0,1,0.0,0.01,19.85,11.44,-4.1542,SLEEP
8.0,24.0,19.83,37.37,11.44,1,1,0,0,6.18,12.6,19.21,0.0,-5.4232,ACTIVE
9.0,24.0,19.16,36.2,0.0,0,0,0,1,11.76,0.01,18.94,23.49,-105.056,DEAD
10.0,24.0,18.98,35.23,23.49,1,0,1,0,16.18,15.6,21.13,24.65,-3.6536,ACTIVE
11.0,24.0,21.14,48.99,24.65,1,0,0,0,19.02,10.6,22.9,41.49,-1.6331,ACTIVE
12.0,24.0,22.97,47.7,41.49,0,0,0,0,20.0,0.6,23.75,80.29,-0.2843,ACTIVE
13.0,24.0,23.72,46.59,80.29,0,0,0,0,19.02,0.6,24.35,100.0,-0.3758,ACTIVE
14.0,24.0,24.36,45.46,100.0,0,0,0,0,16.18,0.6,24.96,100.0,-0.9886,ACTIVE
15.0,24.0,24.91,44.31,100.0,0,0,0,0,11.76,0.6,25.42,100.0,-1.4509,ACTIVE
16.0,24.0,25.37,43.15,100.0,0,0,0,0,6.18,0.6,24.24,100.0,-0.2713,ACTIVE
17.0,24.0,24.27,42.03,100.0,0,0,0,0,0.0,0.6,23.3,98.8,-0.728,ACTIVE
18.0,24.0,23.33,40.93,98.8,0,0,0,0,0.0,0.6,22.45,97.6,-1.5779,ACTIVE
19.0,24.0,22.53,39.85,97.6,0,0,1,0,0.0,5.6,21.79,86.4,-2.4895,ACTIVE
20.0,24.0,21.85,53.79,86.4,0,0,0,1,0.0,0.01,21.23,86.38,-2.7716,SLEEP
21.0,24.0,21.27,52.76,86.38,0,0,0,1,0.0,0.01,20.83,86.36,-3.1668,SLEEP
22.0,24.0,20.78,51.73,86.36,1,0,0,0,0.0,10.6,21.26,65.16,-3.2709,ACTIVE
23.0,24.0,21.16,50.5,65.16,0,0,0,1,0.0,0.01,20.66,65.14,-3.3413,SLEEP
0.0,24.0,20.69,49.48,65.14,1,0,0,0,0.0,10.6,21.17,43.94,-3.3644,ACTIVE
1.0,24.0,21.09,48.24,43.94,0,0,0,1,0.0,0.01,20.68,43.92,-3.3237,SLEEP
2.0,24.0,20.62,47.23,43.92,1,0,0,0,0.0,10.6,21.06,22.72,-3.4679,ACTIVE
3.0,24.0,21.03,45.99,22.72,0,0,0,1,0.0,0.01,20.6,22.7,-3.399,SLEEP
4.0,24.0,20.57,44.98,22.7,1,0,0,0,0.0,10.6,20.99,1.5,-3.5409,ACTIVE
5.0,24.0,20.99,43.75,1.5,0,0,0,1,0.0,0.01,20.49,1.48,-3.5151,SLEEP
6.0,24.0,20.54,42.73,1.48,0,0,0,1,0.0,0.01,20.21,1.46,-3.7898,SLEEP
7.0,24.0,20.16,41.73,1.46,0,0,0,1,0.0,0.01,19.92,1.44,-4.0802,SLEEP
8.0,24.0,19.84,40.73,1.44,0,0,0,1,6.18,0.01,19.63,13.78,-4.3657,SLEEP
9.0,24.0,19.56,39.75,13.78,0,0,0,1,11.76,0.01,19.23,37.27,-4.7738,SLEEP
10.0,24.0,19.33,38.77,37.27,1,0,1,0,16.18,15.6,21.48,38.43,-3.3002,ACTIVE
11.0,24.0,21.43,52.52,38.43,1,0,0,0,19.02,10.6,23.25,55.28,-1.2802,ACTIVE
12.0,24.0,23.21,51.23,55.28,1,1,1,0,20.0,17.6,23.56,60.08,-1.3216,ACTIVE
13.0,24.0,23.53,64.92,60.08,0,0,0,0,19.02,0.6,24.13,96.92,-0.1592,ACTIVE
14.0,24.0,24.2,63.79,96.92,0,0,0,0,16.18,0.6,24.87,100.0,-0.901,ACTIVE
15.0,24.0,24.77,62.65,100.0,0,0,0,0,11.76,0.6,25.3,100.0,-1.332,ACTIVE
16.0,24.0,25.26,61.49,100.0,0,0,0,0,6.18,0.6,24.13,100.0,-0.1622,ACTIVE
17.0,24.0,24.17,60.37,100.0,0,0,0,0,0.0,0.6,23.26,98.8,-0.774,ACTIVE
18.0,24.0,23.24,59.27,98.8,0,0,0,0,0.0,0.6,22.37,97.6,-1.656,ACTIVE
19.0,24.0,22.46,58.2,97.6,0,0,0,0,0.0,0.6,21.84,96.4,-2.194,ACTIVE
20.0,24.0,21.79,57.14,96.4,0,0,0,1,0.0,0.01,21.25,96.38,-2.7503,SLEEP
21.0,24.0,21.22,56.11,96.38,0,0,0,1,0.0,0.01,20.81,96.36,-3.1914,SLEEP
22.0,24.0,20.74,55.09,96.36,1,0,0,0,0.0,10.6,21.06,75.16,-3.4718,ACTIVE
23.0,24.0,21.13,53.85,75.16,0,0,0,1,0.0,0.01,20.73,75.14,-3.2685,SLEEP
0.0,24.0,20.66,52.83,75.14,1,0,0,0,0.0,10.6,21.15,53.94,-3.3841,ACTIVE
1.0,24.0,21.06,51.6,53.94,0,0,0,1,0.0,0.01,20.56,53.92,-3.4362,SLEEP
2.0,24.0,20.6,50.58,53.92,1,0,0,0,0.0,10.6,21.09,32.72,-3.4413,ACTIVE
3.0,24.0,21.01,49.35,32.72,0,0,0,1,0.0,0.01,20.55,32.7,-3.45,SLEEP
4.0,24.0,20.56,48.33,32.7,1,0,0,0,0.0,10.6,21.0,11.5,-3.5348,ACTIVE
5.0,24.0,20.97,47.11,11.5,0,0,0,1,0.0,0.01,20.59,11.48,-3.4128,SLEEP
6.0,24.0,20.53,46.09,11.48,0,0,0,1,0.0,0.01,20.15,11.46,-3.8513,SLEEP
7.0,24.0,20.15,45.09,11.46,0,0,0,1,0.0,0.01,19.85,11.44,-4.1529,SLEEP
8.0,24.0,19.83,44.09,11.44,0,0,0,1,6.18,0.01,19.64,23.78,-4.3637,SLEEP
9.0,24.0,19.55,43.1,23.78,1,0,0,0,11.76,10.6,20.11,26.09,-4.4177,ACTIVE
10.0,24.0,20.12,41.9,26.09,1,0,0,0,16.18,10.6,22.0,37.25,-2.5268,ACTIVE
11.0,24.0,22.1,40.64,37.25,1,1,1,0,19.02,17.6,22.64,40.1,-2.2368,ACTIVE
12.0,24.0,22.59,54.36,40.1,0,0,0,0,20.0,0.6,23.48,78.9,-0.5547,ACTIVE
13.0,24.0,23.4,53.26,78.9,0,0,0,0,19.02,0.6,24.13,100.0,-0.162,ACTIVE
14.0,24.0,24.09,52.14,100.0,0,0,0,0,16.18,0.6,24.77,100.0,-0.8033,ACTIVE
15.0,24.0,24.68,50.99,100.0,0,0,0,0,11.76,0.6,25.16,100.0,-1.1919,ACTIVE
16.0,24.0,25.17,49.84,100.0,0,0,0,0,6.18,0.6,24.01,100.0,-0.04,ACTIVE
17.0,24.0,24.1,48.72,100.0,0,0,0,0,0.0,0.6,23.25,98.8,-0.781,ACTIVE
18.0,24.0,23.18,47.62,98.8,0,0,0,0,0.0,0.6,22.31,97.6,-1.7162,ACTIVE
19.0,24.0,22.41,46.55,97.6,0,0,0,0,0.0,0.6,21.83,96.4,-2.1996,ACTIVE
20.0,24.0,21.74,45.5,96.4,0,0,0,1,0.0,0.01,21.17,96.38,-2.8293,SLEEP
21.0,24.0,21.18,44.46,96.38,0,0,0,1,0.0,0.01,20.63,96.36,-3.374,SLEEP
22.0,24.0,20.71,43.44,96.36,1,0,0,0,0.0,10.6,21.15,75.16,-3.3785,ACTIVE
23.0,24.0,21.1,42.21,75.16,0,0,0,1,0.0,0.01,20.69,75.14,-3.3073,SLEEP
0.0,24.0,20.63,41.19,75.14,1,0,0,0,0.0,10.6,21.01,53.94,-3.5171,ACTIVE
1.0,24.0,21.04,39.96,53.94,0,0,0,1,0.0,0.01,20.51,53.92,-3.4884,SLEEP
2.0,24.0,20.58,38.94,53.92,1,0,1,0,0.0,15.6,20.99,22.72,-3.7873,ACTIVE
3.0,24.0,21.0,52.71,22.72,1,0,0,0,0.0,10.6,21.31,1.52,-3.2173,ACTIVE
4.0,24.0,21.35,51.47,1.52,0,0,0,1,0.0,0.01,20.84,1.5,-3.1641,SLEEP
5.0,24.0,20.84,50.44,1.5,0,0,0,1,0.0,0.01,20.47,1.48,-3.532,SLEEP
6.0,24.0,20.42,49.43,1.48,0,0,0,1,0.0,0.01,20.02,1.46,-3.9767,SLEEP
7.0,24.0,20.06,48.43,1.46,0,0,0,1,0.0,0.01,19.71,1.44,-4.2874,SLEEP
8.0,24.0,19.75,47.44,1.44,0,0,0,1,6.18,0.01,19.44,13.78,-4.564,SLEEP
9.0,24.0,19.48,46.45,13.78,0,0,0,1,11.76,0.01,19.17,37.27,-4.8311,SLEEP
10.0,24.0,19.26,45.47,37.27,1,0,0,0,16.18,10.6,21.38,48.43,-3.1528,ACTIVE
11.0,24.0,21.37,44.23,48.43,0,0,0,1,19.02,0.01,22.46,86.46,-1.5446,SLEEP
12.0,24.0,22.37,43.16,86.46,0,0,0,0,20.0,0.6,23.24,100.0,-0.7913,ACTIVE
13.0,24.0,23.21,42.07,100.0,0,0,0,0,19.02,0.6,23.92,100.0,-0.1119,ACTIVE
14.0,24.0,23.93,40.95,100.0,0,0,0,0,16.18,0.6,24.59,100.0,-0.6194,ACTIVE
15.0,24.0,24.54,39.81,100.0,0,0,1,0,11.76,5.6,24.99,100.0,-1.2688,ACTIVE
16.0,24.0,25.06,53.66,100.0,0,0,0,0,6.18,0.6,23.98,100.0,-0.0526,ACTIVE
17.0,24.0,24.0,52.54,100.0,0,0,0,0,0.0,0.6,23.01,98.8,-1.0239,ACTIVE
18.0,24.0,23.1,51.45,98.8,0,0,0,0,0.0,0.6,22.3,97.6,-1.734,ACTIVE
19.0,24.0,22.34,50.38,97.6,0,0,0,0,0.0,0.6,21.64,96.4,-2.393,ACTIVE
20.0,24.0,21.69,49.33,96.4,0,0,0,1,0.0,0.01,21.18,96.38,-2.8191,SLEEP
21.0,24.0,21.13,48.29,96.38,0,0,0,1,0.0,0.01,20.64,96.36,-3.3568,SLEEP
22.0,24.0,20.66,47.27,96.36,1,0,0,0,0.0,10.6,21.0,75.16,-3.5328,ACTIVE
23.0,24.0,21.06,46.04,75.16,0,0,0,1,0.0,0.01,20.53,75.14,-3.4657,SLEEP
0.0,24.0,20.6,45.02,75.14,1,0,0,0,0.0,10.6,20.98,53.94,-3.554,ACTIVE
1.0,24.0,21.01,43.79,53.94,0,0,0,1,0.0,0.01,20.63,53.92,-3.3663,SLEEP
2.0,24.0,20.56,42.78,53.92,1,0,0,0,0.0,10.6,20.91,32.72,-3.6192,ACTIVE
3.0,24.0,20.98,41.55,32.72,1,0,0,0,0.0,10.6,21.27,11.52,-3.2645,ACTIVE
4.0,24.0,21.33,40.31,11.52,0,0,0,1,0.0,0.01,20.73,11.5,-3.2668,SLEEP
5.0,24.0,20.83,39.28,11.5,0,0,0,1,0.0,0.01,20.37,11.48,-3.6258,SLEEP
6.0,24.0,20.41,38.27,11.48,0,0,0,1,0.0,0.01,19.99,11.46,-4.0103,SLEEP
7.0,24.0,20.05,37.27,11.46,0,0,0,1,0.0,0.01,19.79,11.44,-4.2064,SLEEP
8.0,24.0,19.74,36.28,11.44,0,0,0,1,6.18,0.01,19.51,23.78,-4.4928,SLEEP
9.0,24.0,19.48,35.29,23.78,1,0,1,0,11.76,15.6,20.05,16.09,-4.7321,ACTIVE
10.0,24.0,20.06,49.09,16.09,0,0,0,1,16.18,0.01,21.33,48.43,-2.6716,SLEEP
11.0,24.0,21.25,48.05,48.43,1,0,0,0,19.02,10.6,23.13,65.28,-1.4003,ACTIVE
12.0,24.0,23.06,46.76,65.28,0,0,0,0,20.0,0.6,23.81,100.0,-0.2237,ACTIVE
13.0,24.0,23.8,45.65,100.0,0,0,0,0,19.02,0.6,24.37,100.0,-0.4017,ACTIVE
14.0,24.0,24.43,44.51,100.0,0,0,0,0,16.18,0.6,24.95,100.0,-0.9762,ACTIVE
15.0,24.0,24.97,43.36,100.0,1,0,1,0,11.76,15.6,26.32,92.31,-3.0956,ACTIVE
16.0,24.0,26.22,56.98,92.31,0,0,1,0,6.18,5.6,25.03,93.47,-1.3063,ACTIVE
17.0,24.0,24.99,70.83,93.47,0,0,0,0,0.0,0.6,23.89,92.27,-0.1409,ACTIVE
18.0,24.0,23.94,69.71,92.27,0,0,0,0,0.0,0.6,23.04,91.07,-0.9897,ACTIVE
19.0,24.0,23.05,68.62,91.07,1,1,0,0,0.0,12.6,21.94,65.87,-2.6916,ACTIVE
20.0,24.0,21.89,67.36,65.87,0,0,0,1,0.0,0.01,21.39,65.85,-2.6113,SLEEP
21.0,24.0,21.31,66.32,65.85,0,0,0,1,0.0,0.01,20.77,65.83,-3.2282,SLEEP
22.0,24.0,20.81,65.3,65.83,1,0,0,0,0.0,10.6,21.14,44.63,-3.3912,ACTIVE
23.0,24.0,21.19,64.06,44.63,0,0,0,1,0.0,0.01,20.71,44.61,-3.2936,SLEEP
0.0,24.0,20.71,63.04,44.61,0,1,0,0,0.0,2.6,19.1,39.41,-5.0296,ACTIVE
1.0,24.0,19.1,62.07,39.41,1,0,0,0,0.0,10.6,19.73,18.21,-4.7957,ACTIVE
2.0,24.0,19.74,60.88,18.21,0,1,1,0,0.0,7.6,18.29,3.01,-6.0855,ACTIVE
3.0,24.0,18.28,74.93,3.01,0,0,0,1,0.0,0.01,18.16,2.99,-5.8417,SLEEP
4.0,24.0,18.24,73.98,2.99,0,0,0,1,0.0,0.01,18.26,2.97,-5.744,SLEEP
5.0,24.0,18.2,73.03,2.97,0,0,0,1,0.0,0.01,18.23,2.95,-5.7685,SLEEP
6.0,24.0,18.17,72.09,2.95,0,0,0,1,0.0,0.01,18.14,2.93,-5.864,SLEEP
7.0,24.0,18.15,71.14,2.93,1,1,1,0,0.0,17.6,17.69,0.0,-7.1908,ACTIVE
8.0,24.0,17.72,85.01,0.0,0,0,0,1,6.18,0.01,17.72,12.34,-106.2788,DEAD
9.0,24.0,17.76,84.08,12.34,0,0,0,1,11.76,0.01,17.75,35.83,-6.2475,SLEEP
10.0,24.0,17.8,83.15,35.83,1,0,0,0,16.18,10.6,20.1,46.99,-4.4316,ACTIVE
11.0,24.0,20.13,81.94,46.99,1,0,0,0,19.02,10.6,22.11,63.84,-2.4188,ACTIVE
12.0,24.0,22.11,80.68,63.84,0,0,0,0,20.0,0.6,22.92,100.0,-1.1137,ACTIVE
13.0,24.0,22.99,79.59,100.0,0,0,0,0,19.02,0.6,23.68,100.0,-0.3486,ACTIVE
14.0,24.0,23.74,78.48,100.0,1,1,0,0,16.18,12.6,23.9,100.0,-0.7337,ACTIVE
15.0,24.0,23.98,77.16,100.0,0,0,0,0,11.76,0.6,24.55,100.0,-0.5766,ACTIVE
16.0,24.0,24.59,76.02,100.0,0,0,0,0,6.18,0.6,23.59,100.0,-0.4435,ACTIVE
17.0,24.0,23.6,74.91,100.0,0,0,0,0,0.0,0.6,22.77,98.8,-1.2641,ACTIVE
18.0,24.0,22.76,73.83,98.8,0,0,0,0,0.0,0.6,22.1,97.6,-1.9298,ACTIVE
19.0,24.0,22.04,72.77,97.6,0,0,0,0,0.0,0.6,21.38,96.4,-2.6496,ACTIVE
20.0,24.0,21.44,71.72,96.4,0,0,0,1,0.0,0.01,20.89,96.38,-3.1144,SLEEP
21.0,24.0,20.92,70.7,96.38,1,0,0,0,0.0,10.6,21.2,75.18,-3.3256,ACTIVE
22.0,24.0,21.28,69.46,75.18,0,0,0,1,0.0,0.01,20.81,75.16,-3.1874,SLEEP
23.0,24.0,20.79,68.43,75.16,1,0,0,0,0.0,10.6,21.1,53.96,-3.4265,ACTIVE
0.0,24.0,21.17,67.2,53.96,0,0,0,1,0.0,0.01,20.75,53.94,-3.2506,SLEEP
1.0,24.0,20.7,66.18,53.94,1,0,0,0,0.0,10.6,21.16,32.74,-3.3674,ACTIVE
2.0,24.0,21.09,64.95,32.74,0,0,0,1,0.0,0.01,20.56,32.72,-3.4407,SLEEP
3.0,24.0,20.63,63.93,32.72,1,0,0,0,0.0,10.6,21.13,11.52,-3.3997,ACTIVE
4.0,24.0,21.03,62.7,11.52,0,0,0,1,0.0,0.01,20.64,11.5,-3.3638,SLEEP
5.0,24.0,20.58,61.68,11.5,0,0,0,1,0.0,0.01,20.15,11.48,-3.8545,SLEEP
6.0,24.0,20.19,60.67,11.48,0,0,0,1,0.0,0.01,19.86,11.46,-4.1428,SLEEP
7.0,24.0,19.86,59.68,11.46,0,0,0,1,0.0,0.01,19.54,11.44,-4.456,SLEEP
8.0,24.0,19.58,58.69,11.44,0,0,0,1,6.18,0.01,19.31,23.78,-4.6875,SLEEP
9.0,24.0,19.35,57.71,23.78,1,0,0,0,11.76,10.6,19.99,26.09,-4.5367,ACTIVE
10.0,24.0,19.94,56.51,26.09,1,0,0,0,16.18,10.6,21.94,37.25,-2.5923,ACTIVE
11.0,24.0,21.95,55.25,37.25,1,0,0,0,19.02,10.6,23.64,54.1,-0.8868,ACTIVE
12.0,24.0,23.66,53.94,54.1,0,0,0,0,20.0,0.6,24.29,92.9,-0.3216,ACTIVE
13.0,24.0,24.31,52.81,92.9,0,0,0,0,19.02,0.6,24.83,100.0,-0.8649,ACTIVE
